mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
42	41	160	164	4.0		0	0	4/4	8	2	1		1	1		2	62	D4	4		1158
42	41	160	164	4.0		0	0	4/4	11	2	1		1	1		2	62	D4	4		1162
42	41	160	164	0.5		0	0	4/4	1	2	1/8		1/8	1		1	67	G4	4		1141
42	41	160	164	4.0		0	0	4/4	3	1	1		1	1		1	67	G4	4		1153
42	41	160	164	4.0		0	0	4/4	4	1	1		1	1		1	67	G4	4		1154
42	41	160	164	4.0		0	0	4/4	5	1	1		1	1		1	67	G4	4		1155
42	41	160	164	4.0		0	0	4/4	6	1	1		1	1		1	67	G4	4		1156
42	41	160	164	4.0		0	0	4/4	7	1	1		1	1		1	67	G4	4		1157
42	41	160	164	4.0		0	0	4/4	10	1	1		1	1		1	67	G4	4		1160
42	41	160	164	4.0		0	0	4/4	11	1	1		1	1		1	67	G4	4		1161
42	41	160	164	0.5		0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4		1133
42	41	321/2	329/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	43	G2	2		1149
42	41	321/2	329/2	0.5		1/8	1/8	4/4	1	2	1/8		1/8	1		2	62	D4	4		1142
42	41	321/2	329/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4		1134
42	41	161	165	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	43	G2	2		1150
42	41	161	165	0.5		1/4	1/4	4/4	1	2	1/8		1/8	1		5	59	B3	3		1143
42	41	161	165	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		1	67	G4	4		1135
42	41	323/2	331/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	43	G2	2		1151
42	41	323/2	331/2	0.5		3/8	3/8	4/4	1	2	1/8		1/8	1		2	62	D4	4		1144
42	41	323/2	331/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		3	69	A4	4		1136
42	41	162	166	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	43	G2	2		1168
42	41	162	166	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		1152
42	41	162	166	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	55	G3	3		1166
42	41	162	166	0.5		1/2	1/2	4/4	1	2	1/8		1/8	1		1	67	G4	4		1145
42	41	162	166	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		5	71	B4	4		1137
42	41	325/2	333/2	0.5		5/8	5/8	4/4	1	2	1/8		1/8	1		2	62	D4	4		1146
42	41	325/2	333/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4		1138
42	41	163	167	0.5		3/4	3/4	4/4	1	2	1/8		1/8	1		1	67	G4	4		1147
42	41	163	167	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4		1139
42	41	327/2	335/2	0.5		7/8	7/8	4/4	1	2	1/8		1/8	1		3	69	A4	4		1148
42	41	327/2	335/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1140
43	42	164	168	1.0		0	0	4/4	14	1	1/4		1/4	1		1	31	G1	1		1181
43	42	164	168	1.0		0	0	4/4	13	1	1/4		1/4	1		1	43	G2	2		1179
43	42	164	168	2.0		0	0	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		1177
43	42	164	168	0.5		0	0	4/4	1	2	1/8		1/8	1		5	71	B4	4		1173
43	42	164	168	0.5		0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5		1169
43	42	329/2	337/2	0.5		1/8	1/8	4/4	1	2	1/8		1/8	1		3	69	A4	4		1174
43	42	329/2	337/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1170
43	42	165	169	2.0		1/4	1/4	4/4	1	2	1/2		1/2	1		1	67	G4	4		1175
43	42	165	169	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		5	71	B4	4		1171
43	42	166	170	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	43	G2	2		1182
43	42	166	170	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		1178
43	42	166	170	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	55	G3	3		1180
43	42	167	171	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		5	71	B4	4		1176
43	42	167	171	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		2	74	D5	5		1172
44	43	168	172	1.0		0	0	4/4	14	1	1/4		1/4	1		0	36	C2	2		1194
44	43	168	172	2.0		0	0	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		1190
44	43	168	172	1.0		0	0	4/4	13	1	1/4		1/4	1		0	48	C3	3		1192
44	43	168	172	1.0		0	0	4/4	1	2	1/4		1/4	1		0	72	C5	5		1187
44	43	168	172	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5		1183
44	43	337/2	345/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		1184
44	43	169	173	2.0		1/4	1/4	4/4	1	2	1/2		1/2	1		1	67	G4	4		1188
44	43	169	173	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		0	72	C5	5		1185
44	43	170	174	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		4	40	E2	2		1195
44	43	170	174	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		1191
44	43	170	174	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		4	52	E3	3		1193
44	43	171	175	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		0	72	C5	5		1189
44	43	171	175	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		4	76	E5	5		1186
45	44	172	176	1.0		0	0	4/4	14	1	1/4		1/4	1		1	43	G2	2		1208
45	44	172	176	2.0		0	0	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		1204
45	44	172	176	1.0		0	0	4/4	13	1	1/4		1/4	1		1	55	G3	3		1206
45	44	172	176	0.5		0	0	4/4	1	2	1/8		1/8	1		5	71	B4	4		1201
45	44	172	176	0.5		0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5		1196
45	44	345/2	353/2	0.5		1/8	1/8	4/4	1	2	1/8		1/8	1		3	69	A4	4		1202
45	44	345/2	353/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1197
45	44	173	177	3.0		1/4	1/4	4/4	1	2	3/4		1/2	3/2	1	1	67	G4	4		1203
45	44	173	177	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1		5	71	B4	4		1198
45	44	174	178	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		5	35	B1	1		1209
45	44	174	178	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	43	G2	2		1205
45	44	174	178	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		5	47	B2	2		1207
45	44	174	178	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		1	79	G5	5		1199
45	44	175	179	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		3	69	A4	4		1200
46	45	176	180	1.0		0	0	4/4	14	1	1/4		1/4	1		0	36	C2	2		1220
46	45	176	180	1.0		0	0	4/4	13	1	1/4		1/4	1		0	48	C3	3		1218
46	45	176	180	4.0		0	0	4/4	1	2	1		1	1	0	1	67	G4	4		1217
46	45	176	180	0.5		0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4		1210
46	45	353/2	361/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4		1211
46	45	177	181	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1		3	69	A4	4		1212
46	45	178	182	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		3	33	A1	1		1221
46	45	178	182	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		3	45	A2	2		1219
46	45	178	182	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		0	72	C5	5		1213
46	45	357/2	365/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4		1214
46	45	179	183	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4		1215
46	45	359/2	367/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		1216
47	46	180	184	1.0		0	0	4/4	14	1	1/4		1/4	1		2	38	D2	2		1236
47	46	180	184	1.0		0	0	4/4	13	1	1/4		1/4	1		2	50	D3	3		1234
47	46	180	184	4.0		0	0	4/4	1	2	1		1	1	0	1	67	G4	4		1229
47	46	180	184	0.5		0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5		1222
47	46	361/2	369/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	50	D3	3		1230
47	46	361/2	369/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4		1223
47	46	181	185	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3		1231
47	46	181	185	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4		1224
47	46	363/2	371/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	D3	3		1232
47	46	363/2	371/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		1225
47	46	182	186	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		5	35	B1	1		1237
47	46	182	186	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		5	47	B2	2		1235
47	46	182	186	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		2	50	D3	3		1233
47	46	182	186	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		0	72	C5	5		1226
47	46	365/2	373/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4		1227
47	46	183	187	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		5	71	B4	4		1228
48	47	184	188	1.0		0	0	4/4	14	1	1/4		1/4	1		4	40	E2	2		1258
48	47	184	188	1.0		0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2		1250
48	47	184	188	1.0		0	0	4/4	13	1	1/4		1/4	1		4	52	E3	3		1254
48	47	184	188	1.0		0	0	4/4	1	2	1/4		1/4	1	-1	1	67	G4	4		1245
48	47	184	188	1.0		0	0	4/4	1	1	1/4		1/4	1		5	71	B4	4		1238
48	47	185	189	1.0		1/4	1/4	4/4	14	1	1/4		1/4	1		0	36	C2	2		1259
48	47	185	189	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2		1251
48	47	185	189	1.0		1/4	1/4	4/4	13	1	1/4		1/4	1		0	48	C3	3		1255
48	47	185	189	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		1	67	G4	4		1246
48	47	185	189	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4		1239
48	47	371/2	379/2	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		0	72	C5	5		1240
48	47	743/4	759/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5		1241
48	47	186	190	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		2	38	D2	2		1260
48	47	186	190	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		2	50	D3	3		1252
48	47	186	190	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		2	50	D3	3		1256
48	47	186	190	0.5		1/2	1/2	4/4	1	2	1/8		1/8	1		2	62	D4	4		1247
48	47	186	190	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		5	71	B4	4		1242
48	47	373/2	381/2	0.5		5/8	5/8	4/4	1	2	1/8		1/8	1		5	59	B3	3		1248
48	47	187	191	1.0		3/4	3/4	4/4	14	1	1/4		1/4	1		2	26	D1	1		1261
48	47	187	191	1.0		3/4	3/4	4/4	13	1	1/4		1/4	1		2	38	D2	2		1257
48	47	187	191	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3		1253
48	47	187	191	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		2	62	D4	4		1249
48	47	187	191	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		3	69	A4	4		1243
48	47	375/2	383/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4		1244
49	48	188	192	4.0		0	0	4/4	14	1	1		1	1		1	31	G1	1		1266
49	48	188	192	4.0		0	0	4/4	2	1	1		1	1		1	43	G2	2		1264
49	48	188	192	4.0		0	0	4/4	13	1	1		1	1		1	43	G2	2		1265
49	48	188	192	4.0		0	0	4/4	1	2	1		1	1		5	59	B3	3		1263
49	48	188	192	4.0		0	0	4/4	1	1	1		1	1		1	67	G4	4		1262
