piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus	staff_21_instrument	staff_21_ambitus	staff_22_instrument	staff_22_ambitus	staff_23_instrument	staff_23_ambitus
B292	1: 4/4	1: -1	13	12	48.0	13	12	48.0		624.0	707	75	0	0	0	J.S. Bach (Origh G. Forster 15389)	292. Wer hat dich so geschlagen					P. Gerhardt 1648			2017-03-23	3.02	Linux	https://musescore.com/user/1685616/scores/3617571		292. O Welt, ich muss dich lassen	(Wer hat dich so geschlagen, Matthäus-Passion, B.A. 4, 164, B.W.V. 244-37)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539"	3.6.2	2.5.0	MS3	MS3/B292.mscx	False	29-72 (F1-C5)		Soprano/Alto	55-72 (G3-C5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-50 (F1-D3)	Voice	55-72 (G3-C5)	Voice	41-65 (F2-F4)	Voice	55-72 (G3-C5)	Voice	41-65 (F2-F4)																																
B293	1: 4/4	1: 3	13	12	48.0	13	12	48.0		240.0	257	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355617		293. O Welt, ich muss dich lassen	(Johannes Passion. B.A. 12 I, 31,  BWV 245/11)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.0	MS3	MS3/B293.mscx	False	33-76 (A1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-50 (A1-D3)																																								
B294	1: 4/4	1: -4	13	12	48.0	13	12	48.0		240.0	278	76	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355650		294. O Welt, ich muss dich lassen	(Matthäus-Passion. B.A. 4, 42,  BWV 244/10)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.0	MS3	MS3/B294.mscx	False	32-75 (Ab1-Eb5)		Soprano/Alto	58-75 (Bb3-Eb5)	Tenor/Bass	44-65 (Ab2-F4)	Contrabass	32-49 (Ab1-Db3)																																								
B295	1: 4/4	1: -2	13	12	48.0	13	12	48.0		249.0	272	66	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355724		295. O Welt, ich muss dich lassen	(Cant. 13. Meine Seufzer, meine Tränen. B.A. 2, 98,  BWV 13/6)	P. Fleming 1633	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.0	MS3	MS3/B295.mscx	False	31-77 (G1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-48 (G1-C3)																																								
B296	1: 4/4	1: -2	13	12	48.0	13	12	48.0		240.0	264	65	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355799		296. O Welt, ich muss dich lassen	(Cant. 44. Sie werden euch in den Bann thun. B.A. 10, 150,  BWV 44/7)	P. Fleming 1633	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.0	MS3	MS3/B296.mscx	False	34-77 (Bb1-F5)		Soprano/Alto	58-77 (Bb3-F5)	Tenor/Bass	46-65 (Bb2-F4)	Contrabass	34-50 (Bb1-D3)																																								
B297	1: 4/4	1: -2	13	12	48.0	13	12	48.0		816.0	923	83	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5356604		297. O Welt, ich muss dich lassen	(Cant. 97. In allen meinen Thaten. B.A. 22, 230,  BWV 97/9)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.0	MS3	MS3/B297.mscx	False	34-86 (Bb1-D6)		Violin	69-86 (A4-D6)	Violin	65-79 (F4-G5)	Viola	53-74 (F3-D5)	Soprano/Alto	58-77 (Bb3-F5)	Soprano	65-77 (F4-F5)	Alto	58-72 (Bb3-C5)	Oboe	65-77 (F4-F5)	Oboe	65-77 (F4-F5)	Tenor/Bass	46-67 (Bb2-G4)	Violin	69-86 (A4-D6)	Violin	65-79 (F4-G5)	Contrabass	34-48 (Bb1-C3)	Bassoon	46-60 (Bb2-C4)	Violoncello	46-60 (Bb2-C4)	Tenor	51-67 (Eb3-G4)																
B298	1: 4/4	1: -2	13	12	48.0	13	12	48.0		235.0	272	74	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355858		298. O Welt, ich muss dich lassen	(B.A. 39, No. 139,  BWV 392)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.0	MS3	MS3/B298.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-48 (F1-C3)																																								
B299	1: 4/4	1: -1	11	11	44.0	11	11	44.0		215.0	228	63	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5357103		299. O wie selig seid ihr doch, ihr Frommen	(B.A. 39, No. 152,  BWV 405)	Simon Dach 1638	"J.S. Bach (1685-1750)
Joh. Crüger 1649
"	3.6.2	2.5.0	MS3	MS3/B299.mscx	False	26-76 (D1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-45 (D1-A2)																																								
B300	1: 4/4	1: -1	11	11	44.0	11	11	44.0		220.0	262	76	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5357190		300. O wie selig seid ihr doch, ihr Frommen	(B.A. 39, No. 153,  BWV 406)	Simon Dach 1639	"J.S. Bach (1685-1750)
Böhm. Brüder G. B. 1566"	3.6.2	2.5.0	MS3	MS3/B300.mscx	False	24-77 (C1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	36-62 (C2-D4)	Contrabass	24-46 (C1-Bb2)																																								
B301	1: 4/4	1: 2	27	27	108.0	27	27	108.0		540.0	490	158	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5357873		301. O wir armen Sünder	(B.A. 39, No. 154,  BWV 407)	Hermann Bonn 1542	"J.S. Bach (1685-1750)
Lucas Lossius 1561"	3.6.2	2.5.0	MS3	MS3/B301.mscx	False	26-76 (D1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-45 (D1-A2)																																								
B302	1: 3/4	1: 0	17	16	49.0	17	16	49.0		245.0	189	43	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5339701		302. Puer natus in Bethlehem	(Cant. 65. Siewerden aus Saba alle kommen. B.A. 16, 152,  BWV 65/2)	"Aus dem 15. Jahrh. 
V. Babst, G. B. 1545 "	"J.S. Bach (1685-1750)
L. Lossius 1553 (1561)
"	3.6.2	2.5.0	MS3	MS3/B302.mscx	False	33-74 (A1-D5)		Soprano/Alto	62-74 (D4-D5)	Tenor/Bass	45-64 (A2-E4)	Contrabass	33-48 (A1-C3)																																								
B303	1: 4/4	1: -1	12	12	48.0	12	12	48.0		220.0	225	63	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359143		303. Schaut, ihr Sünder *	(B.A. 39, No. 155,  BWV 408)	M. A. v. Löwenstern 1644 	"J.S. Bach (1685-1750)
M. A. v. Löwenstern1644
"	3.6.2	2.5.0	MS3	MS3/B303.mscx	False	26-75 (D1-Eb5)		Soprano/Alto	55-75 (G3-Eb5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-46 (D1-Bb2)																																								
B304	1: 4/4	1: -1	15	15	60.0	20	20	80.0		300.0	320	88	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359174		304. Schmücke dich, o liebe Seele	(Cant. 180. Schmücke dich, o liebe Seele. B.A. 35, 322,  BWV 180/7)	Joh. Frank 1649	"J.S. Bach (1685-1750)
Joh. Crüger 1649
"	3.6.2	2.5.0	MS3	MS3/B304.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-48 (F1-C3)																																								
B305	1: 4/4	1: -1	16	16	64.0	16	16	64.0		384.0	379	83	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359239		305. Schwing' dich auf zu deinem Gott	(Cant. 40. Dazu ist erschienen der Sohn. B.A. 7, 387,  BWV 40/6)	Paul Gerhardt 1653	"J.S. Bach (1685-1750)
Dan. Vetter 1713
von Bach etwas umgebildet
"	3.6.2	2.5.0	MS3	MS3/B305.mscx	False	31-77 (G1-F5)		Soprano/Alto	61-77 (C#4-F5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-50 (G1-D3)	Violoncello	43-62 (G2-D4)																																						
B306	1: 4/4	1: 3	11	11	44.0	11	11	44.0		220.0	238	68	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359249		306. Seelenbräutigam	(B.A. 39, No. 156,  BWV 409)	Adam Drese 1697	"J.S. Bach (1685-1750)
Darmstadt G. B. 1698"	3.6.2	2.5.0	MS3	MS3/B306.mscx	False	30-76 (F#1-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-45 (F#1-A2)																																								
B307	1: 4/4	1: -2	14	14	56.0	14	14	56.0		280.0	294	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359271		307. Sei gegrüsset, Jesu gütig	(B.A. 39, No. 157,  BWV 410)	Christian Keymann vor 1662	"J.S. Bach (1685-1750)
Gottfr. Vopelius, G. B. 1682 
"	3.6.2	2.5.0	MS3	MS3/B307.mscx	False	26-75 (D1-Eb5)		Soprano/Alto	62-75 (D4-Eb5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-48 (D1-C3)																																								
B308	1: 3/4	1: -2	28	28	84.0	28	28	84.0		420.0	353	97	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359310		308. Singen wir aus Herzensgrund	(Cant. 187. Es wartet Alles auf dich. B.A. 37, 191,  BWV 187/7)	Frankfurt a. O. 1568	"J.S. Bach (1685-1750)
G. B. der Böhm. Brüder 1544
"	3.6.2	2.5.0	MS3	MS3/B308.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-66 (F2-F#4)	Contrabass	29-50 (F1-D3)																																								
B309	1: 4/4	1: 1	13	13	52.0	17	17	68.0		262.0	337	101	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5055355		309. Singt dem Herrn ein neues Lied	(B. A. 39, No 158, BWV 411)	M. A. von Löwenstern 1644	"J.S. Bach (1685-1750)
M.A. von Löwenstern 1644"	3.6.2	2.5.0	MS3	MS3/B309.mscx	False	31-78 (G1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	43-65 (G2-F4)	Bass	43-55 (G2-G3)	Contrabass	31-48 (G1-C3)																																						
B310	1: 4/4	1: -1	16	15	61.0	16	15	61.0		290.0	321	93	0	0	0								put into MuseScore by Gertim			3.02	Linux			310. So giebst du nun, mein Jesu, gute Nacht	(B.A. 39, No. 159,  BWV 412)	Aug. Pfeiffer Ϯ 1698	"J.S. Bach (1685-1750)
Dresden 1694
"	3.6.2	2.5.0	MS3	MS3/B310.mscx	False	26-77 (D1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-46 (D1-Bb2)																																								
B311	1: 3/4	1: -1	32	32	96.0	40	40	120.0		480.0	533	154	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5273987		311. Sollt' ich meinem Gott nicht singen	(B.A.. 39, No. 160,  BWV 413)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
Joh. Schop 1641
"	3.6.2	2.5.0	MS3	MS3/B311.mscx	False	26-77 (D1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-50 (D1-D3)																																								
B312	1: 4/4	1: 1	10	10	40.0	14	14	56.0		203.0	243	63	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359560		312. Straf mich nicht in deinem Zorn	(Cant. 115. Mache dich, mein Gest, bereit. B.A. 24, 132,  BWV 115/6)	Joh. Burchard Freystein 1697	"J.S. Bach (1685-1750)
Dresden 1694
"	3.6.2	2.5.0	MS3	MS3/B312.mscx	False	26-79 (D1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-47 (D1-B2)																																								
B313	1: 4/4	1: 1	12	11	40.0	18	16	60.0		200.0	212	58	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5339791		313. Uns ist ein Kindlein heut gebor'n	(B.A. 39, No. 161,  BWV 414)	In der Psalmodia des Luc. Lossius 1579	"J.S. Bach (1685-1750)
Barth. Gesius 1601 (etwas umgebildet)"	3.6.2	2.5.0	MS3	MS3/B313.mscx	False	31-74 (G1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-62 (G2-D4)	Contrabass	31-45 (G1-A2)																																								
B314	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	279	72	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359741		314. Valet will ich dir geben	(B.A. 39,  No. 162, BWV 415)	Valerius Herberger 1613	"J.S. Bach (1685-1750)
Melch. Teschner 1613
"	3.6.2	2.5.0	MS3	MS3/B314.mscx	False	26-78 (D1-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	38-69 (D2-A4)	Contrabass	26-50 (D1-D3)																																								
B315	1: 4/4	1: -3	14	13	48.0	19	17	64.0		288.0	257	49	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359777		315. Valet will ich dir geben	(Johannes-Passion B.A. 12 I, 95,  BWV 245/26)	Valerius Herberger 1613	"J.S. Bach (1685-1750)
Melch. Teschner 1613
"	3.6.2	2.5.0	MS3	MS3/B315.mscx	False	27-79 (Eb1-G5)		Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	39-67 (Eb2-G4)	Contrabass	27-51 (Eb1-Eb3)	Violoncello	39-63 (Eb2-Eb4)																																						
B316	1: 4/4	1: -1	13	12	48.0	13	12	48.0		240.0	271	69	0	0	0								put into MuseScore by Gertim			3.02	Linux			316. Vater unser im Himmelreich	(B.A. 39, No.163. a.d. Johannes-Passion;  s. das Vorwort 12 I, BWV 416)	M. Luther 1539	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.0	MS3	MS3/B316.mscx	False	32-77 (G#1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	44-64 (G#2-E4)	Contrabass	32-46 (G#1-Bb2)																																								
B317	1: 4/4	1: -1	13	12	48.0	13	12	48.0		244.0	294	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5360188		317. Vater unser im Himmelreich	(Johannes-Passion, B. A. 12 I, 18, BWV 245/5)	M. Luther 1539	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.0	MS3	MS3/B317.mscx	False	26-77 (D1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-62 (D2-D4)	Contrabass	26-46 (D1-Bb2)																																								
B318	1: 4/4	1: -1	13	12	48.0	13	12	48.0		240.0	260	62	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5360890		318. Vater unser im Himmelreich	(Cant. 101. Nimm von uns, Herr, du treuer Gott. B.A. 23, 32. BWV 101/7)	Martin Moller 1584	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.0	MS3	MS3/B318.mscx	False	29-77 (F1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-46 (F1-Bb2)																																								
B319	1: 4/4	1: -1	13	12	49.0	13	12	49.0		247.0	309	79	0	0	0								put into MuseScore by Gertim			3.02	Linux			319. Vater unser im Himmelreich	(Cant. 90. Es reifet euch ein schrecklich Ende. B.A. 20 I, 214, BWV 90/5)	Martin Moller 1584	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.0	MS3	MS3/B319.mscx	False	29-77 (F1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-48 (F1-C3)																																								
B320	1: 4/4	1: -2	13	12	48.0	13	12	48.0		241.0	284	72	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5361093		320. Vater unser im Himmelreich	(Cant. 102. Herr, deine Augen sehen nach dem Glauben. B.A. 23, 66, BWV 102/7)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.0	MS3	MS3/B320.mscx	False	24-75 (C1-Eb5)		Soprano/Alto	55-75 (G3-Eb5)	Tenor/Bass	36-63 (C2-Eb4)	Contrabass	24-48 (C1-C3)																																								
B321	1: 4/4	1: 0	28	27	108.0	28	27	108.0		545.0	604	172	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5361215		321. Verleih' uns Frieden gnädiglich	(Cant. 126. Erhalt'uns, Herr, bei deinem Wort. B.A. 26, 131, BWV 126/6)	M. Luther 1531 u. 1566	"J.S. Bach (1685-1750)
Nürnberg 1531
Jos. Klug G. B. 1535
"	3.6.2	2.5.0	MS3	MS3/B321.mscx	False	28-79 (E1-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	40-65 (E2-F4)	Contrabass	28-48 (E1-C3)																																								
B322	1: 4/4	1: 3	28	27	108.0	28	27	108.0		565.0	628	169	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5362039		322. Verleih' uns Frieden gnädiglich	"(Cant. 42. Am Abend aber desselbigen Sabbaths. 
B.A. 10, 91, BWV 42/7)"	M. Luther 1531 u. 1566	"J.S. Bach (1685-1750)
Nürnberg 1531
Jos. Klug G. B. 1535
"	3.6.2	2.5.0	MS3	MS3/B322.mscx	False	26-76 (D1-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-49 (D1-C#3)																																								
B323	1: 4/4	1: 0	9	8	32.0	9	8	32.0		163.0	218	59	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5339901		323. Vom Himmel hoch da komm ich her	(Weihnachts-Oratorium B.A. 5 II., 66,  BWV 248/17)	P. Gerhardt 1666	"J.S. Bach (1685-1750)
Val. Schumann G.B. 1539
"	3.6.2	2.5.0	MS3	MS3/B323.mscx	False	24-72 (C1-C5)		Soprano/Alto	55-72 (G3-C5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-46 (C1-Bb2)																																								
B324	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	304	90	0	0	0											3.02		http://musescore.com/user/1685616/scores/5233468		324. Von Gott will ich nicht lassen 	(B.A. 39, No. 164,  BWV 417)	Ludw. Helmbold 1563 od. 64	"J.S. Bach (1685-1750)
Joach. Magdeburg 1571"	3.6.2	2.5.0	MS3	MS3/B324.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	42-67 (F#2-G4)	Contrabass	30-47 (F#1-B2)																																								
B325	1: 4/4	1: 0	17	16	64.0	17	16	64.0		320.0	350	92	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5362242		325. Von Gott will ich nicht lassen	(B.A. 39, No. 165,  BWV 418)	Ludw. Helmbold 1563 od. 64	"J.S. Bach (1685-1750)
Joach. Magdeburg 1571
"	3.6.2	2.5.0	MS3	MS3/B325.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-48 (E1-C3)																																								
B326	1: 4/4	1: 0	14	13	48.0	19	17	64.0		240.0	259	72	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5362267		326. Von Gott will ich nicht lassen	(B.A. 39, No. 166,  BWV 419)	Ludw. Helmbold 1563 od. 64	"J.S. Bach (1685-1750)
Joach. Magdeburg 1571
"	3.6.2	2.5.0	MS3	MS3/B326.mscx	False	33-76 (A1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-67 (A2-G4)	Contrabass	33-48 (A1-C3)																																								
B327	1: 4/4	1: 2	16	16	64.0	16	16	64.0		300.0	275	57	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5362304		327. Von Gott will ich nicht lassen	"(Unvollständige Cant: Lobt ihn mit Herz und Munde. B.A. 41, 259. Echtheit fräglich)  
(formerly BWV 210.1;  not from Bach, by anonymous/unknown)"	Ludw. Helmboldt 1563 od. 64	"J.S. Bach (1685-1750)
Joach. Madgdeburg 1571
"	3.6.2	2.5.0	MS3	MS3/B327.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	62-78 (D4-F#5)	Tenor/Bass	42-68 (F#2-G#4)	Contrabass	30-49 (F#1-C#3)																																								
B328	1: 4/4	1: -2	14	13	48.0	19	17	64.0		240.0	218	56	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5362336		328. Von Gott will ich nicht lassen	(Cant. 73. Herr, wie du willst. B.A. 18, No. 104,  BWV 73/5)	Ludw. Helmbold 1563 od. 64.	"J.S. Bach (1685-1750)
Joach. Magdeburg 1571
"	3.6.2	2.5.0	MS3	MS3/B328.mscx	False	31-79 (G1-G5)		Soprano/Alto	63-79 (Eb4-G5)	Tenor/Bass	43-68 (G2-Ab4)	Contrabass	31-48 (G1-C3)																																								
B329	1: 2/2	1: -3	36	36	144.0	52	52	208.0		792.0	443	99	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5123305		329. Wachet auf, ruft uns die Stimme	(Cant. 140. B.A. 28, 284, BWV 140 #7)	Ph. Nicollai 1598	"J.S. Bach (1685-1750)
Philipp Nicolai 1599"	3.6.2	2.5.0	MS3	MS3/B329.mscx	False	32-79 (Ab1-G5)		Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	44-65 (Ab2-F4)	Contrabass	32-51 (Ab1-Eb3)	Violoncello	44-63 (Ab2-Eb4)																																						
B330	1: 4/4	1: -2	15	14	56.0	15	14	56.0		286.5	399	108	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5363014		330. Wär' Gott nicht mit uns diese Zeit	(Cant. 14. Wär' Gott nicht mit uns. B.A. 2, 132. #,  BWV 14/5)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walter 1524"	3.6.2	2.5.0	MS3	MS3/B330.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-46 (D1-Bb2)																																								
B331	1: 4/4	1: 0	11	10	40.0	11	10	40.0		200.0	255	67	0	0	0								put into MuseScore by Gertim			3.02	Linux			331. Warum betrübst du dich, mein Herz	(B.A. 39, No. 167,  BWV 420)	Einzeldruck, Nürnberg vor 1565	"J.S. Bach (1685-1750)
Barthol. Monoetius 1565"	3.6.2	2.5.0	MS3	MS3/B331.mscx	False	26-76 (D1-E5)		Soprano/Alto	64-76 (E4-E5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-45 (D1-A2)																																								
B332	1: 4/4	1: 0	11	10	40.0	11	10	40.0		200.0	226	60	0	0	0								put into MuseScore by Gertim			3.02	Linux			332. Warum betrübst du dich, mein Herz	(B.A. 39, No. 168,  BWV 421)	Einzeldruck, Nürnberg vor 1565	"J.S. Bach (1685-1750)
Barthol. Monoetius 1565"	3.6.2	2.5.0	MS3	MS3/B332.mscx	False	33-76 (A1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-67 (A2-G4)	Contrabass	33-48 (A1-C3)																																								
B333	1: 4/4	1: -2	11	10	40.0	11	10	40.0		195.0	232	58	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5365768		333. Warum betrübst du dich, mein Herz	(Cant. 47. Wer sich selbst erhöhet. B.A. 10, 274,  BWV 47/5)	Einzeldruck, Nürnberg vor 1565	"J.S. Bach (1685-1750)
Barthol. Monoetius 1565"	3.6.2	2.5.0	MS3	MS3/B333.mscx	False	31-74 (G1-D5)		Soprano/Alto	62-74 (D4-D5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-46 (G1-Bb2)																																								
B334	1: 4/4	1: 0	13	13	52.0	13	13	52.0		260.0	282	81	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5366586		334. Warum sollt' ich mich den grämen	(B.A. 39, No. 169,  BWV 422)	P. Gerhardt 1653	"J.S. Bach (1685-1750)
J. G. Ebeling 1666
D. Vetter 1713 
"	3.6.2	2.5.0	MS3	MS3/B334.mscx	False	31-76 (G1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-45 (G1-A2)																																								
B335	1: 4/4	1: 1	13	12	52.0	13	12	52.0		269.0	267	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5340202		335. Warum sollt' ich mich denn grämen	(Weihnachts-Oratorium. B.A. 5, 124,  BWV 248/33)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
J.G. Ebeling 1666
D. Vetter 1713
"	3.6.2	2.5.0	MS3	MS3/B335.mscx	False	31-76 (G1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-50 (G1-D3)																																								
