Riemenschneider,BWV,D,B,CPE,R,Text,Text Author,Tune,Tune Composer,Zahn,Liturgical Occasion,Other Settings (BWV),Chorale text,Chorale text URL,Zahn_wiki,Zahn URL,BWV_wiki,BWV URL,389,CPE_wiki,Notes,Notes URL,BC F ,BC F URL
21,153.5,,21,21,21,Befiehl du deine Wege (5),"Gerhardt, Paul",Befiehl du deine Wege (melody #1),"Hassler, Hans Leo",5385a,Sunday after New Year,"11 (135.6, 161.6, 244.15, 244.17, 244.44, 244.54, 244.62, 248.5, 248.64, 270, 271)",Befiehl du deine Wege (v. 5),https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege,5385a,https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege_(Zahn_5385a),153/5,https://en.wikipedia.org/wiki/BWV_153,160,21,0153_5 ,http://www.bach-chorales.com/BWV0153_5.htm,92.3b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011326
270,161.6,34,270,270,270,Herzlich tut mich verlangen (4),"Knoll, Christoph",Befiehl du deine Wege (melody #1),"Hassler, Hans Leo",5385a,16th Sunday after Trinity,"11 (135.6, 153.5, 244.15, 244.17, 244.44, 244.54, 244.62, 248.5, 248.64, 270, 271)",Herzlich tut mich verlangen (v. 4),https://en.wikipedia.org/wiki/Herzlich_tut_mich_verlangen,5385a,https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege_(Zahn_5385a),161/6,https://en.wikipedia.org/wiki/BWV_161,161,270,0161_6 ,http://www.bach-chorales.com/BWV0161_6.htm,92.13b/c ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011194
74,244.54,,74,74,74,"O Haupt voll Blut und Wunden (1,2)","Gerhardt, Paul",Befiehl du deine Wege (melody #1),"Hassler, Hans Leo",5385a,Good Friday,"11 (135.6, 153.5, 161.6, 244.15, 244.17, 244.44, 244.62, 248.5, 248.64, 270, 271)",O Haupt voll Blut und Wunden (vv. 1–2),https://en.wikipedia.org/wiki/O_Haupt_voll_Blut_und_Wunden,5385a,https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege_(Zahn_5385a),244/54,https://en.wikipedia.org/wiki/BWV_244,162,74,0244_54 ,http://www.bach-chorales.com/BWV0244_54.htm,92.7,https://www.bach-digital.de/receive/BachDigitalWork_work_00011356
98,244.15,,98,98,98,O Haupt voll Blut und Wunden (5),"Gerhardt, Paul",Befiehl du deine Wege (melody #1),"Hassler, Hans Leo",5385a,Good Friday,"11 (135.6, 153.5, 161.6, 244.17, 244.44, 244.54, 244.62, 248.5, 248.64, 270, 271)",O Haupt voll Blut und Wunden (v. 5) ,https://en.wikipedia.org/wiki/O_Haupt_voll_Blut_und_Wunden,5385a,https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege_(Zahn_5385a),244/15 ,https://en.wikipedia.org/wiki/BWV_244,163,98,0244_15; ≈BWV 244/17 ,http://www.bach-chorales.com/BWV0244_15.htm || https://en.wikipedia.org/wiki/BWV_244,92.5c ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011358
89,244.62,,89,89,89,O Haupt voll Blut und Wunden (9),"Gerhardt, Paul",Befiehl du deine Wege (melody #1),"Hassler, Hans Leo",5385a,Good Friday,"11 (135.6, 153.5, 161.6, 244.15, 244.17, 244.44, 244.54, 248.5, 248.64, 270, 271)",O Haupt voll Blut und Wunden (v. 9),https://en.wikipedia.org/wiki/O_Haupt_voll_Blut_und_Wunden,5385a,https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege_(Zahn_5385a),244/62,https://en.wikipedia.org/wiki/BWV_244,164,89,0244_62 ,http://www.bach-chorales.com/BWV0244_62.htm,92.8a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011357
345,248.05,,344,344,345,Wie soll ich dich empfangen (1),"Gerhardt, Paul",Befiehl du deine Wege (melody #1),"Hassler, Hans Leo",5385a,Christmas Day,"11 (135.6, 153.5, 161.6, 244.15, 244.17, 244.44, 244.54, 244.62, 248.64, 270, 271)",Wie soll ich dich empfangen (v. 1),https://en.wikipedia.org/wiki/Wie_soll_ich_dich_empfangen,5385a ,https://en.wikipedia.org/wiki/Befiehl_du_deine_Wege_(Zahn_5385a),248/5,https://en.wikipedia.org/wiki/BWV_248,165,344,0248_5 ,http://www.bach-chorales.com/BWV0248_5.htm,92.9b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011279
78,244.03,,78,78,78,"Herzliebster Jesu, was hast du verbrochen (1)","Heermann, Johann","Herzliebster Jesu, was hast du verbrochen","Crüger, Johann",983,Good Friday,"3 (244.46, 245.3, 245.17)",Herzliebster Jesu (v. 1),https://en.wikipedia.org/wiki/Herzliebster_Jesu,983,https://en.wikipedia.org/wiki/Herzliebster_Jesu,244/3,https://en.wikipedia.org/wiki/BWV_244,166,78,0244_3 ,http://www.bach-chorales.com/BWV0244_3.htm,93.3,https://www.bach-digital.de/receive/BachDigitalWork_work_00011349
105,244.46,,105,105,105,"Herzliebster Jesu, was hast du verbrochen (4)","Heermann, Johann","Herzliebster Jesu, was hast du verbrochen","Crüger, Johann",983,Good Friday,"3 (244.3, 245.3, 245.17)",Herzliebster Jesu (v. 4),https://en.wikipedia.org/wiki/Herzliebster_Jesu,983,https://en.wikipedia.org/wiki/Herzliebster_Jesu,244/46,https://en.wikipedia.org/wiki/BWV_244,167,105,0244_46 ,http://www.bach-chorales.com/BWV0244_46.htm,93.4a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011350
59,245.03,136,58,58,59,"Herzliebster Jesu, was hast du verbrochen (7)","Heermann, Johann","Herzliebster Jesu, was hast du verbrochen","Crüger, Johann",983,Good Friday,"3 (244.3, 244.46, 245.17)",Herzliebster Jesu (v. 7),https://en.wikipedia.org/wiki/Herzliebster_Jesu,983,https://en.wikipedia.org/wiki/Herzliebster_Jesu,245/3,https://en.wikipedia.org/wiki/BWV_245,168,58,"0245_3; Two versions (2nd in CPE, Rie.,...) ",http://www.bach-chorales.com/BWV0245_3.htm,93.1a/b/c ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011255
111,245.17,140,111,111,111,"Herzliebster Jesu, was hast du verbrochen (8,9)","Heermann, Johann","Herzliebster Jesu, was hast du verbrochen","Crüger, Johann",983,Good Friday,"3 (244.3, 244.46, 245.3)",Herzliebster Jesu (vv. 8–9),https://en.wikipedia.org/wiki/Herzliebster_Jesu,983,https://en.wikipedia.org/wiki/Herzliebster_Jesu,245/17,https://en.wikipedia.org/wiki/BWV_245,169,111,0245_17 ,http://www.bach-chorales.com/BWV0245_17.htm,93.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011258
168,341,,168,168,168,"Heut ist, o Mensch, ein großer Trauertag","Löwenstern, Matthäus Apelles von","Heut ist, o Mensch, ein großer Trauertag","Löwenstern, Matthäus Apelles von",8569a,Unknown,0,"Heut ist, o Mensch, ein großer Trauertag",,8569(A),,341,,170,168,341,http://www.bach-chorales.com/BWV0341.htm,94.1A ,https://www.bach-digital.de/receive/BachDigitalWork_work_00000411
79,342,,79,79,79,Heut triumphieret Gottes Sohn,"Stolzhagen, Kaspar",Heut triumphieret Gottes Sohn,"Gesius, Bartholomäus",2585,Unknown,0,Heut triumphieret Gottes Sohn,https://en.wikipedia.org/wiki/Heut_triumphieret_Gottes_Sohn,2585,https://en.wikipedia.org/wiki/Heut_triumphieret_Gottes_Sohn#%22Heut_triumphieret_Gottes_Sohn%22,342,,171,79,342,http://www.bach-chorales.com/BWV0342.htm,95.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000412
199,343,,199 =301,199,199 =302,"Hilf, Gott, dass mirs gelinge","Müller, Heinrich","Hilf, Gott, dass mirs gelinge",Leipzig 1545,4329,Unknown,0,"Hilf, Gott, daß mirs gelinge ","https://en.wikipedia.org/wiki/Hilf,_Gott,_daß_mirs_gelinge",4329,"https://en.wikipedia.org/wiki/Hilf,_Gott,_dass_mirs_gelinge",343,,172,199,343,http://www.bach-chorales.com/BWV0343.htm,96.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000413
155,344,,155,155,155,"Hilf, Herr Jesu, lass gelingen","Rist, Johann","Hilf, Herr Jesu, lass gelingen (melody #1)","Schop, Johann",3687,Unknown,0,"Hilf, Herr Jesu, laß gelingen","https://en.wikipedia.org/wiki/Hilf,_Herr_Jesu,_laß_gelingen",3687a,"https://en.wikipedia.org/wiki/Hilf,_Herr_Jesu,_lass_gelingen",344,,173,155,344,http://www.bach-chorales.com/BWV0344.htm,97.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000414
251,345,9,251,251,251,"Ich bin ja, Herr, in deiner Macht","Dach, Simon","Ich bin ja, Herr, in deiner Macht","Bach, J.S.",5869,Unknown,0,"Ich bin ja, Herr, in deiner Macht",,5878,,345,,174,251,345,http://www.bach-chorales.com/BWV0345.htm,99.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000415
223,346,,223,223,223,Ich dank dir Gott für all Wohltat,"Freder, Johann",Ich dank dir Gott für all Wohltat,Eisleben 1568,8090ab,Unknown,0,"Ich dank dir, Gott, für all Wohltat","https://en.wikipedia.org/wiki/Ich_dank_dir,_Gott,_für_all_Wohltat",8090b,"https://en.wikipedia.org/wiki/Ich_dank_dir,_Gott,_für_deine_Wohltat",346,,175,223,346,http://www.bach-chorales.com/BWV0346.htm,100.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000416
2,347,,2,2,2,"Ich dank dir, lieber Herre","Kolros, Johann","Ich dank dir, lieber Herre",Anonymous,5354b,Unknown,"2 (37.6, 348)","Ich dank dir, lieber Herre","https://en.wikipedia.org/wiki/Ich_dank_dir,_lieber_Herre",5354b,"https://en.wikipedia.org/wiki/Ich_dank_dir,_lieber_Herre",347,,176,2,347,http://www.bach-chorales.com/BWV0347.htm,101.2,https://www.bach-digital.de/receive/BachDigitalWork_work_00000417
272,348,49,272,272,272,"Ich dank dir, lieber Herre","Kolros, Johann","Ich dank dir, lieber Herre",Anonymous,5354b,Unknown,"2 (37.6, 347)","Ich dank dir, lieber Herre","https://en.wikipedia.org/wiki/Ich_dank_dir,_lieber_Herre",5354b,"https://en.wikipedia.org/wiki/Ich_dank_dir,_lieber_Herre",348,,177,272,348,http://www.bach-chorales.com/BWV0348.htm,101.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000418
341,37.6,,340,340,341,"Ich dank dir, lieber Herre (4)","Kolros, Johann","Ich dank dir, lieber Herre",Anonymous,5354b,Ascension Day,"2 (347, 348)","Ich dank dir, lieber Herre (v. 4)","https://en.wikipedia.org/wiki/Ich_dank_dir,_lieber_Herre",5354b,"https://en.wikipedia.org/wiki/Ich_dank_dir,_lieber_Herre",37/6,https://en.wikipedia.org/wiki/BWV_37,178,340,0037_6 ,http://www.bach-chorales.com/BWV0037_6.htm,101.3a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011304
188,349,,188,188,188,Ich dank dir schon deinen Sohn,Leipzig 1586,"Ach Herre Gott, mich treibt die Not","Praetorius, Michael*",247,Unknown,0,Ich dank dir schon durch deinen Sohn,https://en.wikipedia.org/wiki/Ich_dank_dir_schon_durch_deinen_Sohn,247b,https://en.wikipedia.org/wiki/Ich_dank_dir_schon_durch_deinen_Sohn,349,,179,188,349,http://www.bach-chorales.com/BWV0349.htm,4.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000419
229,350,,229,229,229,"Ich danke dir, o Gott in deinem Throne","Fabricius, Jakob",Mein Hüter und mein Hirt ist Gott der Herre,"Bourgeois, Louis",3199,Unknown,0,"Ich danke dir, o Gott, in deinem Throne",,3199,,350,,180,229,350,http://www.bach-chorales.com/BWV0350.htm,139.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000420
60,133.6,56,61,61,60,Ich freue mich in dir (4),"Ziegler, Kaspar","O Gott, du frommer Gott (melody #4)",Anonymous,5187,3rd Day of Christmas,0,Ich freue mich in dir (v. 4),https://en.wikipedia.org/wiki/Ich_freue_mich_in_dir,5187,"https://en.wikipedia.org/wiki/O_Gott,_du_frommer_Gott_(Zahn_5187)",133/6,https://en.wikipedia.org/wiki/BWV_133,181,61,0133_6 ,http://www.bach-chorales.com/BWV0133_6.htm,164.1a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011208
19,351,,19,19,19,Ich hab mein Sach Gott heimgestellt,"Leon, Johann",Ich hab mein Sach Gott heimgestellt,Frankfurt/Main 1589*,1678,Unknown,0,Ich hab mein Sach Gott heimgestellt,https://en.wikipedia.org/wiki/Ich_hab_mein_Sach_Gott_heimgestellt,1679,https://en.wikipedia.org/wiki/Ich_hab_mein_Sach_Gott_heimgestellt,351,,182,19,351,http://www.bach-chorales.com/BWV0351.htm,102.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000421
71,177.5,67,71,71,71,"Ich ruf zu dir, Herr Jesu Christ (5)","Agricola, Johann","Ich ruf zu dir, Herr Jesu Christ",Wittenberg 1529,7400,4th Sunday after Trinity,"2 (185.6, 1124)","Ich ruf zu dir, Herr Jesu Christ (v. 5)","https://en.wikipedia.org/wiki/Ich_ruf_zu_dir,_Herr_Jesu_Christ",7400,"https://en.wikipedia.org/wiki/Ich_ruf_zu_dir,_Herr_Jesu_Christ",177/5,https://en.wikipedia.org/wiki/BWV_177,183,71,0177_5 ,http://www.bach-chorales.com/BWV0177_5.htm,103.2a/b/c ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011211
,,,,,,,,,,,,,"Ich ruf zu dir, Herr Jesu Christ (v. 1)","https://en.wikipedia.org/wiki/Ich_ruf_zu_dir,_Herr_Jesu_Christ",7400,"https://en.wikipedia.org/wiki/Ich_ruf_zu_dir,_Herr_Jesu_Christ",185/6,https://en.wikipedia.org/wiki/BWV_185,184,,0185_6 ,http://www.bach-chorales.com/BWV0185_6.htm,103.3b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011212
37,352,,37,37,37,"Jesu, der du meine Seele","Rist, Johann","Jesu, der du meine Seele",Frankfurt 1662*,6804,Unknown,"4 (78.7, 105.6, 353, 354)","Jesu, der du meine Seele","https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",6804,"https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",352,,185,37,352,http://www.bach-chorales.com/BWV0352.htm,187.3,https://www.bach-digital.de/receive/BachDigitalWork_work_00000422
269,353,29,269,269,269,"Jesu, der du meine Seele","Rist, Johann","Jesu, der du meine Seele",Frankfurt 1662*,6804,Unknown,"4 (78.7, 105.6, 352, 354)","Jesu, der du meine Seele","https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",6804,"https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",353,,186,269,353,http://www.bach-chorales.com/BWV0353.htm,187.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000423
369,354,145,368,368,369,"Jesu, der du meine Seele","Rist, Johann","Jesu, der du meine Seele",Frankfurt 1662*,6804,Unknown,"4 (78.7, 105.6, 352, 353)","Jesu, der du meine Seele","https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",6804,"https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",354,,187,368,354,http://www.bach-chorales.com/BWV0354.htm,187.2,https://www.bach-digital.de/receive/BachDigitalWork_work_00000424
297,78.7,84,296,296,297,"Jesu, der du meine Seele (12)","Rist, Johann","Jesu, der du meine Seele",Frankfurt 1662*,6804,14th Sunday after Trinity,"4 (105.6, 352, 353, 354)","Jesu, der du meine Seele (v. 12)","https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",6804,"https://en.wikipedia.org/wiki/Jesu,_der_du_meine_Seele",78/7,https://en.wikipedia.org/wiki/BWV_78,188,296,0078_7 ,http://www.bach-chorales.com/BWV0078_7.htm,187.4a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011225
169,355,,169,169,169,"Jesu, der du selbsten wohl","Bapzien, Michael","Jesu, der du selbsten wohl",Breslau 1668,6335,Unknown,0,"Jesu, der du selbsten wohl",,6335,,355,,189,169,355,http://www.bach-chorales.com/BWV0355.htm,112.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000425
243,356,,243,243,243,"Jesu, du mein liebstes Leben","Rist, Johann","Jesu, du mein liebstes Leben","Schop, Johann",7891,Unknown,0,"Jesu, du mein liebstes Leben","https://en.wikipedia.org/wiki/Jesu,_du_mein_liebstes_Leben",7891,"https://en.wikipedia.org/wiki/Jesu,_du_mein_liebstes_Leben",356,,190,243,356,http://www.bach-chorales.com/BWV0356.htm,113.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000426
244,357,,244,244,244,"Jesu, Jesu, du bist mein",Anonymous,"Jesu, Jesu, du bist mein","Bach, J.S.?",6446,Unknown,0,"Jesu, Jesu, du bist mein",,6446,,357,,191,244,0357; ≈BWV 470: Schemelli No. 741 (53) ,http://www.bach-chorales.com/BWV0357.htm || https://en.wikipedia.org/wiki/BWV_470 || https://en.wikipedia.org/wiki/Schemellis_Gesangbuch,114.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000427
83,245.14,,82,82,83,"Jesu Leiden, Pein und Tod (10)","Stockmann, Paul","Jesu Kreuz, Leiden und Pein","Vulpius, Melchior",6288b,Good Friday,"2 (159.5, 245.28)","Jesu Leiden, Pein und Tod (v. 10)","https://en.wikipedia.org/wiki/Jesu_Leiden,_Pein_und_Tod",6288b,"https://en.wikipedia.org/wiki/Jesu_Kreuz,_Leiden_und_Pein",245/14,https://en.wikipedia.org/wiki/BWV_245,192,82,0245_14 ,http://www.bach-chorales.com/BWV0245_14.htm,115.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011273
106,245.28,,106,106,106,"Jesu Leiden, Pein und Tod (20)","Stockmann, Paul","Jesu Kreuz, Leiden und Pein","Vulpius, Melchior",6288b,Good Friday,"2 (159.5, 245.14)","Jesu Leiden, Pein und Tod (v. 20)","https://en.wikipedia.org/wiki/Jesu_Leiden,_Pein_und_Tod",6288b,"https://en.wikipedia.org/wiki/Jesu_Kreuz,_Leiden_und_Pein",245/28,https://en.wikipedia.org/wiki/BWV_245,193,106,0245_28 ,http://www.bach-chorales.com/BWV0245_28.htm,115.3a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011276
61,159.5,52,59,59,61,"Jesu Leiden, Pein und Tod (33)","Stockmann, Paul","Jesu Kreuz, Leiden und Pein","Vulpius, Melchior",6288b,Quinquagesima,"2 (245.14, 245.28)","Jesu Leiden, Pein und Tod (v. 33)","https://en.wikipedia.org/wiki/Jesu_Leiden,_Pein_und_Tod",6288b,"https://en.wikipedia.org/wiki/Jesu_Kreuz,_Leiden_und_Pein",159/5,https://en.wikipedia.org/wiki/BWV_159,194,59,0159_5 ,http://www.bach-chorales.com/BWV0159_5.htm,115.1a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011206
356,358,115,355,355,356,"Jesu, meine Freude","Franck, Johann","Jesu, meine Freude","Crüger, Johann",8032,Unknown,"6 (64.8, 81.7, 87.7, 227.1=227.11, 227.3, 227.7)","Jesu, meine Freude","https://en.wikipedia.org/wiki/Jesu,_meine_Freude",8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude",358,,195,355,358,http://www.bach-chorales.com/BWV0358.htm,116.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000428
263,227.1 =227.11,31,263,263,263,"Jesu, meine Freude (1,6)","Franck, Johann","Jesu, meine Freude","Crüger, Johann",8032,Unknown,"6 (64.8, 81.7, 87.7, 227.3, 227.7, 358)","Jesu, meine Freude (vv. 1, 6)","https://en.wikipedia.org/wiki/Jesu,_meine_Freude",8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude","227/1, 11",https://en.wikipedia.org/wiki/BWV_227,196,263,0227_1_11 ,http://www.bach-chorales.com/BWV0227_1_11.htm,116.5,https://www.bach-digital.de/receive/BachDigitalWork_work_00011200
324,81.7,,323,323,324,"Jesu, meine Freude (2)","Franck, Johann","Jesu, meine Freude","Crüger, Johann",8032,4th Sunday after Epiphany,"6 (64.8, 87.7, 227.1=227.11, 227.3, 227.7, 358)","Jesu, meine Freude (v. 2)","https://en.wikipedia.org/wiki/Jesu,_meine_Freude",8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude",81/7,https://en.wikipedia.org/wiki/BWV_81,197,323,0081_7 ,http://www.bach-chorales.com/BWV0081_7.htm,116.3a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011305
,,,,,,,,,,,,,"Jesu, meine Freude (v. 2)","https://en.wikipedia.org/wiki/Jesu,_meine_Freude",8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude",227/3,https://en.wikipedia.org/wiki/BWV_227,198,,0227_3; SSATB ,http://www.bach-chorales.com/BWV0227_3.htm || https://en.wikipedia.org/wiki/SATB,116.6a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011201
283,227.7,21,283.1,283,283,"Jesu, meine Freude (4)","Franck, Johann","Jesu, meine Freude","Crüger, Johann",8032,Unknown,"6 (64.8, 81.7, 87.7, 227.1=227.11, 227.3, 358)","Jesu, meine Freude (v. 4)","https://en.wikipedia.org/wiki/Jesu,_meine_Freude",8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude",227/7,https://en.wikipedia.org/wiki/BWV_227,199,283,0227_7 ,http://www.bach-chorales.com/BWV0227_7.htm,116.7a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011202
138,64.8,12,138,138,138,"Jesu, meine Freude (5)","Franck, Johann","Jesu, meine Freude","Crüger, Johann",8032,3rd Day of Christmas,"6 (81.7, 87.7, 227.1=227.11, 227.3, 227.7, 358)","Jesu, meine Freude (v. 5)","https://en.wikipedia.org/wiki/Jesu,_meine_Freude",8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude",64/8,https://en.wikipedia.org/wiki/BWV_64,200,138,0064_8 ,http://www.bach-chorales.com/BWV0064_8.htm,116.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011178
96,87.7,105,96,96,96,Selig ist die Seele (9),"Müller, Heinrich","Jesu, meine Freude","Crüger, Johann",8032,Rogate (5th Sunday after Easter),"6 (64.8, 81.7, 227.1=227.11, 227.3, 227.7, 358)",Selig ist die Seele (v. 9),,8032,"https://en.wikipedia.org/wiki/Jesu,_meine_Freude",87/7,https://en.wikipedia.org/wiki/BWV_87,201,96,0087_7 ,http://www.bach-chorales.com/BWV0087_7.htm,116.4b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011239
264,361,42,264,264,264,"Jesu, meines Herzens Freud","Flittner, Johann","Jesu, meines Herzens Freud","Ahle, Johann Rudolph","4797, 4798d",Unknown,0,"Jesu, meines Herzens Freud",,4798d,,361,,202,264,361,http://www.bach-chorales.com/BWV0361.htm,117.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000431
252,362,7,252,252,252,"Jesu, nun sei gepreiset","Herman, Johannes","Jesu, nun sei gepreiset",Wittenberg 1591,8477a,Unknown,"3 (41.6, 171.6, 190.7)","Jesu, nun sei gepreiset","https://en.wikipedia.org/wiki/Jesu,_nun_sei_gepreiset",8477a,"https://en.wikipedia.org/wiki/Jesu,_nun_sei_gepreiset",362,,203,252,362,http://www.bach-chorales.com/BWV0362.htm,118.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000432
,,,,,,,,,,,,,"Jesu, nun sei gepreiset (v. 2)","https://en.wikipedia.org/wiki/Jesu,_nun_sei_gepreiset",8477a,"https://en.wikipedia.org/wiki/Jesu,_nun_sei_gepreiset",171/6,https://en.wikipedia.org/wiki/BWV_171,204,,0171_6; ≈BWV 141/6; BGA: v. 3 per P 94 ,http://www.bach-chorales.com/BWV0171_6.htm || https://en.wikipedia.org/wiki/BWV_141 || https://www.bach-digital.de/receive/BachDigitalSource_source_00000957,— ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011359
327,190.7,,326,326,327,"Jesu, nun sei gepreiset (2)","Herman, Johannes","Jesu, nun sei gepreiset",Wittenberg 1591,8477a,New Year’s Day,"3 (41.6, 171.6, 362)","Jesu, nun sei gepreiset (v. 2)","https://en.wikipedia.org/wiki/Jesu,_nun_sei_gepreiset",8477a,"https://en.wikipedia.org/wiki/Jesu,_nun_sei_gepreiset",190/7,https://en.wikipedia.org/wiki/BWV_190,205,326,0190_7 ,http://www.bach-chorales.com/BWV0190_7.htm,118.2,https://www.bach-digital.de/receive/BachDigitalWork_work_00011306
